batch_id,product_id,product_name,category,arrival_date,arrival_timestamp,quantity_received,quantity_available,unit_cost,total_cost,expiration_date,expiration_time,shelf_life_days,days_until_expiry,status,storage_temp_required,supplier_id
BATCH_01747,P007,Pasta Carbonara,Pasta,2024-03-11,2024-03-11 06:00:00,149,149,6.0,894.0,2024-03-18,2024-03-18 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01748,P008,French Onion Soup,Soups,2024-03-11,2024-03-11 06:00:00,120,120,3.5,420.0,2024-03-16,2024-03-16 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01749,P009,Chocolate Lava Cake,Desserts,2024-03-11,2024-03-11 06:00:00,108,108,4.0,432.0,2024-03-15,2024-03-15 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01750,P010,Craft Beer (Draft),Beverages,2024-03-11,2024-03-11 06:00:00,229,229,3.0,687.0,2024-03-25,2024-03-25 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01751,P011,House Wine (Glass),Beverages,2024-03-11,2024-03-11 06:00:00,200,200,4.0,800.0,2024-04-10,2024-04-10 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01752,P012,Ice Cream Sundae,Desserts,2024-03-11,2024-03-11 06:00:00,73,73,3.0,219.0,2024-05-10,2024-05-10 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01753,P001,Fresh Salmon Fillet,Seafood,2024-03-14,2024-03-14 06:00:00,67,67,18.5,1239.5,2024-03-17,2024-03-17 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01754,P002,Ribeye Steak,Meat,2024-03-14,2024-03-14 06:00:00,89,89,22.0,1958.0,2024-03-19,2024-03-19 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01755,P003,Caesar Salad Mix,Vegetables,2024-03-14,2024-03-14 06:00:00,174,174,4.5,783.0,2024-03-18,2024-03-18 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01756,P004,Tiramisu Dessert,Desserts,2024-03-14,2024-03-14 06:00:00,128,128,5.0,640.0,2024-03-17,2024-03-17 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01757,P005,Grilled Chicken Breast,Meat,2024-03-14,2024-03-14 06:00:00,192,192,8.0,1536.0,2024-03-18,2024-03-18 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01758,P006,Lobster Tail,Seafood,2024-03-14,2024-03-14 06:00:00,39,39,35.0,1365.0,2024-03-16,2024-03-16 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01759,P007,Pasta Carbonara,Pasta,2024-03-14,2024-03-14 06:00:00,155,155,6.0,930.0,2024-03-21,2024-03-21 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01760,P008,French Onion Soup,Soups,2024-03-14,2024-03-14 06:00:00,134,134,3.5,469.0,2024-03-19,2024-03-19 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01761,P009,Chocolate Lava Cake,Desserts,2024-03-14,2024-03-14 06:00:00,97,97,4.0,388.0,2024-03-18,2024-03-18 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01762,P010,Craft Beer (Draft),Beverages,2024-03-14,2024-03-14 06:00:00,297,297,3.0,891.0,2024-03-28,2024-03-28 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01763,P011,House Wine (Glass),Beverages,2024-03-14,2024-03-14 06:00:00,169,169,4.0,676.0,2024-04-13,2024-04-13 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01764,P012,Ice Cream Sundae,Desserts,2024-03-14,2024-03-14 06:00:00,82,82,3.0,246.0,2024-05-13,2024-05-13 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01765,P001,Fresh Salmon Fillet,Seafood,2024-03-17,2024-03-17 06:00:00,72,72,18.5,1332.0,2024-03-20,2024-03-20 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01766,P002,Ribeye Steak,Meat,2024-03-17,2024-03-17 06:00:00,92,92,22.0,2024.0,2024-03-22,2024-03-22 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01767,P003,Caesar Salad Mix,Vegetables,2024-03-17,2024-03-17 06:00:00,161,161,4.5,724.5,2024-03-21,2024-03-21 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01768,P004,Tiramisu Dessert,Desserts,2024-03-17,2024-03-17 06:00:00,114,114,5.0,570.0,2024-03-20,2024-03-20 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01769,P005,Grilled Chicken Breast,Meat,2024-03-17,2024-03-17 06:00:00,157,157,8.0,1256.0,2024-03-21,2024-03-21 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01770,P006,Lobster Tail,Seafood,2024-03-17,2024-03-17 06:00:00,38,38,35.0,1330.0,2024-03-19,2024-03-19 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01771,P007,Pasta Carbonara,Pasta,2024-03-17,2024-03-17 06:00:00,178,178,6.0,1068.0,2024-03-24,2024-03-24 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01772,P008,French Onion Soup,Soups,2024-03-17,2024-03-17 06:00:00,145,145,3.5,507.5,2024-03-22,2024-03-22 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01773,P009,Chocolate Lava Cake,Desserts,2024-03-17,2024-03-17 06:00:00,113,113,4.0,452.0,2024-03-21,2024-03-21 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01774,P010,Craft Beer (Draft),Beverages,2024-03-17,2024-03-17 06:00:00,307,307,3.0,921.0,2024-03-31,2024-03-31 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01775,P011,House Wine (Glass),Beverages,2024-03-17,2024-03-17 06:00:00,218,218,4.0,872.0,2024-04-16,2024-04-16 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01776,P012,Ice Cream Sundae,Desserts,2024-03-17,2024-03-17 06:00:00,76,76,3.0,228.0,2024-05-16,2024-05-16 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01777,P001,Fresh Salmon Fillet,Seafood,2024-03-20,2024-03-20 06:00:00,88,88,18.5,1628.0,2024-03-23,2024-03-23 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01778,P002,Ribeye Steak,Meat,2024-03-20,2024-03-20 06:00:00,96,96,22.0,2112.0,2024-03-25,2024-03-25 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01779,P003,Caesar Salad Mix,Vegetables,2024-03-20,2024-03-20 06:00:00,135,135,4.5,607.5,2024-03-24,2024-03-24 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01780,P004,Tiramisu Dessert,Desserts,2024-03-20,2024-03-20 06:00:00,129,129,5.0,645.0,2024-03-23,2024-03-23 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01781,P005,Grilled Chicken Breast,Meat,2024-03-20,2024-03-20 06:00:00,137,137,8.0,1096.0,2024-03-24,2024-03-24 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01782,P006,Lobster Tail,Seafood,2024-03-20,2024-03-20 06:00:00,45,45,35.0,1575.0,2024-03-22,2024-03-22 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01783,P007,Pasta Carbonara,Pasta,2024-03-20,2024-03-20 06:00:00,178,178,6.0,1068.0,2024-03-27,2024-03-27 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01784,P008,French Onion Soup,Soups,2024-03-20,2024-03-20 06:00:00,138,138,3.5,483.0,2024-03-25,2024-03-25 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01785,P009,Chocolate Lava Cake,Desserts,2024-03-20,2024-03-20 06:00:00,104,104,4.0,416.0,2024-03-24,2024-03-24 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01786,P010,Craft Beer (Draft),Beverages,2024-03-20,2024-03-20 06:00:00,301,301,3.0,903.0,2024-04-03,2024-04-03 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01787,P011,House Wine (Glass),Beverages,2024-03-20,2024-03-20 06:00:00,207,207,4.0,828.0,2024-04-19,2024-04-19 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01788,P012,Ice Cream Sundae,Desserts,2024-03-20,2024-03-20 06:00:00,85,85,3.0,255.0,2024-05-19,2024-05-19 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01789,P001,Fresh Salmon Fillet,Seafood,2024-03-23,2024-03-23 06:00:00,69,69,18.5,1276.5,2024-03-26,2024-03-26 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01790,P002,Ribeye Steak,Meat,2024-03-23,2024-03-23 06:00:00,99,99,22.0,2178.0,2024-03-28,2024-03-28 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01791,P003,Caesar Salad Mix,Vegetables,2024-03-23,2024-03-23 06:00:00,129,129,4.5,580.5,2024-03-27,2024-03-27 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01792,P004,Tiramisu Dessert,Desserts,2024-03-23,2024-03-23 06:00:00,125,125,5.0,625.0,2024-03-26,2024-03-26 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01793,P005,Grilled Chicken Breast,Meat,2024-03-23,2024-03-23 06:00:00,165,165,8.0,1320.0,2024-03-27,2024-03-27 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01794,P006,Lobster Tail,Seafood,2024-03-23,2024-03-23 06:00:00,42,42,35.0,1470.0,2024-03-25,2024-03-25 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01795,P007,Pasta Carbonara,Pasta,2024-03-23,2024-03-23 06:00:00,151,151,6.0,906.0,2024-03-30,2024-03-30 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01796,P008,French Onion Soup,Soups,2024-03-23,2024-03-23 06:00:00,112,112,3.5,392.0,2024-03-28,2024-03-28 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01797,P009,Chocolate Lava Cake,Desserts,2024-03-23,2024-03-23 06:00:00,106,106,4.0,424.0,2024-03-27,2024-03-27 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01798,P010,Craft Beer (Draft),Beverages,2024-03-23,2024-03-23 06:00:00,222,222,3.0,666.0,2024-04-06,2024-04-06 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01799,P011,House Wine (Glass),Beverages,2024-03-23,2024-03-23 06:00:00,167,167,4.0,668.0,2024-04-22,2024-04-22 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01800,P012,Ice Cream Sundae,Desserts,2024-03-23,2024-03-23 06:00:00,67,67,3.0,201.0,2024-05-22,2024-05-22 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01801,P001,Fresh Salmon Fillet,Seafood,2024-03-26,2024-03-26 06:00:00,96,96,18.5,1776.0,2024-03-29,2024-03-29 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01802,P002,Ribeye Steak,Meat,2024-03-26,2024-03-26 06:00:00,107,107,22.0,2354.0,2024-03-31,2024-03-31 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01803,P003,Caesar Salad Mix,Vegetables,2024-03-26,2024-03-26 06:00:00,140,140,4.5,630.0,2024-03-30,2024-03-30 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01804,P004,Tiramisu Dessert,Desserts,2024-03-26,2024-03-26 06:00:00,106,106,5.0,530.0,2024-03-29,2024-03-29 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01805,P005,Grilled Chicken Breast,Meat,2024-03-26,2024-03-26 06:00:00,155,155,8.0,1240.0,2024-03-30,2024-03-30 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01806,P006,Lobster Tail,Seafood,2024-03-26,2024-03-26 06:00:00,43,43,35.0,1505.0,2024-03-28,2024-03-28 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01807,P007,Pasta Carbonara,Pasta,2024-03-26,2024-03-26 06:00:00,192,192,6.0,1152.0,2024-04-02,2024-04-02 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01808,P008,French Onion Soup,Soups,2024-03-26,2024-03-26 06:00:00,116,116,3.5,406.0,2024-03-31,2024-03-31 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01809,P009,Chocolate Lava Cake,Desserts,2024-03-26,2024-03-26 06:00:00,87,87,4.0,348.0,2024-03-30,2024-03-30 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01810,P010,Craft Beer (Draft),Beverages,2024-03-26,2024-03-26 06:00:00,225,225,3.0,675.0,2024-04-09,2024-04-09 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01811,P011,House Wine (Glass),Beverages,2024-03-26,2024-03-26 06:00:00,209,209,4.0,836.0,2024-04-25,2024-04-25 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01812,P012,Ice Cream Sundae,Desserts,2024-03-26,2024-03-26 06:00:00,90,90,3.0,270.0,2024-05-25,2024-05-25 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01813,P001,Fresh Salmon Fillet,Seafood,2024-03-29,2024-03-29 06:00:00,75,75,18.5,1387.5,2024-04-01,2024-04-01 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01814,P002,Ribeye Steak,Meat,2024-03-29,2024-03-29 06:00:00,81,81,22.0,1782.0,2024-04-03,2024-04-03 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01815,P003,Caesar Salad Mix,Vegetables,2024-03-29,2024-03-29 06:00:00,125,125,4.5,562.5,2024-04-02,2024-04-02 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01816,P004,Tiramisu Dessert,Desserts,2024-03-29,2024-03-29 06:00:00,135,135,5.0,675.0,2024-04-01,2024-04-01 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01817,P005,Grilled Chicken Breast,Meat,2024-03-29,2024-03-29 06:00:00,152,152,8.0,1216.0,2024-04-02,2024-04-02 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01818,P006,Lobster Tail,Seafood,2024-03-29,2024-03-29 06:00:00,43,43,35.0,1505.0,2024-03-31,2024-03-31 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01819,P007,Pasta Carbonara,Pasta,2024-03-29,2024-03-29 06:00:00,189,189,6.0,1134.0,2024-04-05,2024-04-05 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01820,P008,French Onion Soup,Soups,2024-03-29,2024-03-29 06:00:00,126,126,3.5,441.0,2024-04-03,2024-04-03 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01821,P009,Chocolate Lava Cake,Desserts,2024-03-29,2024-03-29 06:00:00,88,88,4.0,352.0,2024-04-02,2024-04-02 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01822,P010,Craft Beer (Draft),Beverages,2024-03-29,2024-03-29 06:00:00,227,227,3.0,681.0,2024-04-12,2024-04-12 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01823,P011,House Wine (Glass),Beverages,2024-03-29,2024-03-29 06:00:00,206,206,4.0,824.0,2024-04-28,2024-04-28 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01824,P012,Ice Cream Sundae,Desserts,2024-03-29,2024-03-29 06:00:00,90,90,3.0,270.0,2024-05-28,2024-05-28 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01825,P001,Fresh Salmon Fillet,Seafood,2024-04-01,2024-04-01 06:00:00,86,86,18.5,1591.0,2024-04-04,2024-04-04 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01826,P002,Ribeye Steak,Meat,2024-04-01,2024-04-01 06:00:00,100,100,22.0,2200.0,2024-04-06,2024-04-06 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01827,P003,Caesar Salad Mix,Vegetables,2024-04-01,2024-04-01 06:00:00,123,123,4.5,553.5,2024-04-05,2024-04-05 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01828,P004,Tiramisu Dessert,Desserts,2024-04-01,2024-04-01 06:00:00,135,135,5.0,675.0,2024-04-04,2024-04-04 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01829,P005,Grilled Chicken Breast,Meat,2024-04-01,2024-04-01 06:00:00,182,182,8.0,1456.0,2024-04-05,2024-04-05 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01830,P006,Lobster Tail,Seafood,2024-04-01,2024-04-01 06:00:00,36,36,35.0,1260.0,2024-04-03,2024-04-03 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01831,P007,Pasta Carbonara,Pasta,2024-04-01,2024-04-01 06:00:00,213,213,6.0,1278.0,2024-04-08,2024-04-08 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01832,P008,French Onion Soup,Soups,2024-04-01,2024-04-01 06:00:00,136,136,3.5,476.0,2024-04-06,2024-04-06 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01833,P009,Chocolate Lava Cake,Desserts,2024-04-01,2024-04-01 06:00:00,101,101,4.0,404.0,2024-04-05,2024-04-05 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01834,P010,Craft Beer (Draft),Beverages,2024-04-01,2024-04-01 06:00:00,287,287,3.0,861.0,2024-04-15,2024-04-15 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01835,P011,House Wine (Glass),Beverages,2024-04-01,2024-04-01 06:00:00,220,220,4.0,880.0,2024-05-01,2024-05-01 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01836,P012,Ice Cream Sundae,Desserts,2024-04-01,2024-04-01 06:00:00,87,87,3.0,261.0,2024-05-31,2024-05-31 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01837,P001,Fresh Salmon Fillet,Seafood,2024-04-04,2024-04-04 06:00:00,71,71,18.5,1313.5,2024-04-07,2024-04-07 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01838,P002,Ribeye Steak,Meat,2024-04-04,2024-04-04 06:00:00,93,93,22.0,2046.0,2024-04-09,2024-04-09 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01839,P003,Caesar Salad Mix,Vegetables,2024-04-04,2024-04-04 06:00:00,171,171,4.5,769.5,2024-04-08,2024-04-08 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01840,P004,Tiramisu Dessert,Desserts,2024-04-04,2024-04-04 06:00:00,103,103,5.0,515.0,2024-04-07,2024-04-07 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01841,P005,Grilled Chicken Breast,Meat,2024-04-04,2024-04-04 06:00:00,157,157,8.0,1256.0,2024-04-08,2024-04-08 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01842,P006,Lobster Tail,Seafood,2024-04-04,2024-04-04 06:00:00,38,38,35.0,1330.0,2024-04-06,2024-04-06 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01843,P007,Pasta Carbonara,Pasta,2024-04-04,2024-04-04 06:00:00,177,177,6.0,1062.0,2024-04-11,2024-04-11 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01844,P008,French Onion Soup,Soups,2024-04-04,2024-04-04 06:00:00,137,137,3.5,479.5,2024-04-09,2024-04-09 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01845,P009,Chocolate Lava Cake,Desserts,2024-04-04,2024-04-04 06:00:00,114,114,4.0,456.0,2024-04-08,2024-04-08 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01846,P010,Craft Beer (Draft),Beverages,2024-04-04,2024-04-04 06:00:00,239,239,3.0,717.0,2024-04-18,2024-04-18 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01847,P011,House Wine (Glass),Beverages,2024-04-04,2024-04-04 06:00:00,170,170,4.0,680.0,2024-05-04,2024-05-04 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01848,P012,Ice Cream Sundae,Desserts,2024-04-04,2024-04-04 06:00:00,73,73,3.0,219.0,2024-06-03,2024-06-03 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01849,P001,Fresh Salmon Fillet,Seafood,2024-04-07,2024-04-07 06:00:00,94,94,18.5,1739.0,2024-04-10,2024-04-10 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01850,P002,Ribeye Steak,Meat,2024-04-07,2024-04-07 06:00:00,104,104,22.0,2288.0,2024-04-12,2024-04-12 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01851,P003,Caesar Salad Mix,Vegetables,2024-04-07,2024-04-07 06:00:00,136,136,4.5,612.0,2024-04-11,2024-04-11 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01852,P004,Tiramisu Dessert,Desserts,2024-04-07,2024-04-07 06:00:00,128,128,5.0,640.0,2024-04-10,2024-04-10 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01853,P005,Grilled Chicken Breast,Meat,2024-04-07,2024-04-07 06:00:00,186,186,8.0,1488.0,2024-04-11,2024-04-11 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01854,P006,Lobster Tail,Seafood,2024-04-07,2024-04-07 06:00:00,44,44,35.0,1540.0,2024-04-09,2024-04-09 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01855,P007,Pasta Carbonara,Pasta,2024-04-07,2024-04-07 06:00:00,209,209,6.0,1254.0,2024-04-14,2024-04-14 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01856,P008,French Onion Soup,Soups,2024-04-07,2024-04-07 06:00:00,120,120,3.5,420.0,2024-04-12,2024-04-12 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01857,P009,Chocolate Lava Cake,Desserts,2024-04-07,2024-04-07 06:00:00,108,108,4.0,432.0,2024-04-11,2024-04-11 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01858,P010,Craft Beer (Draft),Beverages,2024-04-07,2024-04-07 06:00:00,260,260,3.0,780.0,2024-04-21,2024-04-21 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01859,P011,House Wine (Glass),Beverages,2024-04-07,2024-04-07 06:00:00,222,222,4.0,888.0,2024-05-07,2024-05-07 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01860,P012,Ice Cream Sundae,Desserts,2024-04-07,2024-04-07 06:00:00,89,89,3.0,267.0,2024-06-06,2024-06-06 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01861,P001,Fresh Salmon Fillet,Seafood,2024-04-10,2024-04-10 06:00:00,90,90,18.5,1665.0,2024-04-13,2024-04-13 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01862,P002,Ribeye Steak,Meat,2024-04-10,2024-04-10 06:00:00,104,104,22.0,2288.0,2024-04-15,2024-04-15 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01863,P003,Caesar Salad Mix,Vegetables,2024-04-10,2024-04-10 06:00:00,131,131,4.5,589.5,2024-04-14,2024-04-14 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01864,P004,Tiramisu Dessert,Desserts,2024-04-10,2024-04-10 06:00:00,117,117,5.0,585.0,2024-04-13,2024-04-13 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01865,P005,Grilled Chicken Breast,Meat,2024-04-10,2024-04-10 06:00:00,194,194,8.0,1552.0,2024-04-14,2024-04-14 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01866,P006,Lobster Tail,Seafood,2024-04-10,2024-04-10 06:00:00,45,45,35.0,1575.0,2024-04-12,2024-04-12 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01867,P007,Pasta Carbonara,Pasta,2024-04-10,2024-04-10 06:00:00,151,151,6.0,906.0,2024-04-17,2024-04-17 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01868,P008,French Onion Soup,Soups,2024-04-10,2024-04-10 06:00:00,115,115,3.5,402.5,2024-04-15,2024-04-15 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01869,P009,Chocolate Lava Cake,Desserts,2024-04-10,2024-04-10 06:00:00,85,85,4.0,340.0,2024-04-14,2024-04-14 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01870,P010,Craft Beer (Draft),Beverages,2024-04-10,2024-04-10 06:00:00,285,285,3.0,855.0,2024-04-24,2024-04-24 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01871,P011,House Wine (Glass),Beverages,2024-04-10,2024-04-10 06:00:00,220,220,4.0,880.0,2024-05-10,2024-05-10 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01872,P012,Ice Cream Sundae,Desserts,2024-04-10,2024-04-10 06:00:00,73,73,3.0,219.0,2024-06-09,2024-06-09 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01873,P001,Fresh Salmon Fillet,Seafood,2024-04-13,2024-04-13 06:00:00,82,82,18.5,1517.0,2024-04-16,2024-04-16 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01874,P002,Ribeye Steak,Meat,2024-04-13,2024-04-13 06:00:00,111,111,22.0,2442.0,2024-04-18,2024-04-18 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_01875,P003,Caesar Salad Mix,Vegetables,2024-04-13,2024-04-13 06:00:00,161,161,4.5,724.5,2024-04-17,2024-04-17 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_01876,P004,Tiramisu Dessert,Desserts,2024-04-13,2024-04-13 06:00:00,117,117,5.0,585.0,2024-04-16,2024-04-16 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_01877,P005,Grilled Chicken Breast,Meat,2024-04-13,2024-04-13 06:00:00,170,170,8.0,1360.0,2024-04-17,2024-04-17 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_01878,P006,Lobster Tail,Seafood,2024-04-13,2024-04-13 06:00:00,39,39,35.0,1365.0,2024-04-15,2024-04-15 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_01879,P007,Pasta Carbonara,Pasta,2024-04-13,2024-04-13 06:00:00,168,168,6.0,1008.0,2024-04-20,2024-04-20 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_01880,P008,French Onion Soup,Soups,2024-04-13,2024-04-13 06:00:00,135,135,3.5,472.5,2024-04-18,2024-04-18 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_01881,P009,Chocolate Lava Cake,Desserts,2024-04-13,2024-04-13 06:00:00,105,105,4.0,420.0,2024-04-17,2024-04-17 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_01882,P010,Craft Beer (Draft),Beverages,2024-04-13,2024-04-13 06:00:00,299,299,3.0,897.0,2024-04-27,2024-04-27 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_01883,P011,House Wine (Glass),Beverages,2024-04-13,2024-04-13 06:00:00,207,207,4.0,828.0,2024-05-13,2024-05-13 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_01884,P012,Ice Cream Sundae,Desserts,2024-04-13,2024-04-13 06:00:00,90,90,3.0,270.0,2024-06-12,2024-06-12 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_01885,P001,Fresh Salmon Fillet,Seafood,2024-04-16,2024-04-16 06:00:00,72,72,18.5,1332.0,2024-04-19,2024-04-19 23:59:00,3,3,Normal,Refrigerated,SUP_003
